,0
838,66506650.653321095
839,202000000.0466589
840,3845418.0
841,1758000000.0
842,171367692.0
843,201207984.0
844,177117186.0
845,0.008844347030256472
846,2333671.0
847,276922662.0
848,0.002472977066964008
849,30193438.0
850,276948865.97628844
851,20100000.0
852,96620238.0
853,109710905.0
854,239862016.0
855,1422000000.0
856,1000900000.0
857,899662266.0
858,12000.60011984608
859,30540000.0
860,36448287.0
861,1040104.0102723457
862,14985943.0
863,52500000.0
864,1040000.0
865,2226114911.35482
866,1620000.0
867,29742223.0
868,100000000.0
869,110501650.0
870,467000000.0518261
871,2792779.277350046
872,139918650.0
873,111503802.0
874,76736840.0
875,1137419.0
876,1570008900.8701062
877,110826389.0
878,514054051.0219727
879,18776735.0
880,76262912.0
881,128500000.0
882,215900000.0
883,1042804821.0
884,80000.0
885,1020000.0
886,435227.0
887,453541099.8855697
888,225316155.0
889,273900000.0
890,110429617.00582562
891,1000000.0
892,59741587.14887967
893,50030000.0
894,467993217.0
895,119058552.35503238
896,113188574.00992447
897,13501350.132621687
898,107352000.20041808
899,2000000.0
900,23300000.0
901,100010000.0
902,100004.00059688708
903,160809154.18579298
904,403583914.0
905,19352.151583102535
906,1040416.1038161187
907,50000.0
908,227033684.0
909,106716971.0
910,124084756.0
911,277342852.2300347
912,65590473.0
913,520088531.0
914,110004998.45090064
915,15750100.009867104
916,1000100.0098474397
917,436414.0
918,1140439.0
919,2060000.0
920,211900000.0
921,1020000.0
922,853910271.0294944
923,61600000.0
924,20702070.203425523
925,34560337.0
926,1961604696.0
927,1135140.0
928,254182869.6508354
929,94829.0
930,30000.0
931,1106042208.0
932,12000000.0
933,1140092.0
934,18374309.0
935,225571022.0
936,471450018.0
937,3580774.0
938,10050000.0
939,11585735.0
940,1142493.0
941,6406698750.395598
942,9350442.0
943,1140852541.0498333
944,200100000.0
945,20702099999.01082
946,1140092.0
947,500000.0
948,100130000.0
949,11949244.0
950,10000000.0
951,100004.00059688708
952,10000000.0
953,3750000.0
954,100004.00059688708
955,238189614.0
956,150486250.0
957,13340100008.792307
958,11551155.113406606
959,20000000.0
960,36820644.0
961,100.0
962,1035978828.0
963,1020000.0
964,52000000.0
965,84500000.0
966,58330000.0
967,138385871.0
968,73058734.53139408
969,123231263.0
970,130330349.0
971,10050000.0
972,102979310.0
973,604019594.0
974,100004.00059688708
975,63000000.0
976,151330928.47939184
977,59957431.41455104
978,2510000.0
979,1020102.0100276243
980,1142810.0
981,103000000.0
982,125012501.23121332
983,136336229.05858088
984,5364535821.0
985,4847444.0
986,3000000.0
987,37031580.0
988,204030282.49878106
989,24055254.0
990,280492314.0
991,5500000.0
992,58130968.0
993,12790290.0
994,9041393.0
995,2591458709.147681
996,1051000000.0
997,2076000000.0
998,1712001.0
999,3300330.0324224806
1000,1385986623.0
1001,1040000.0
1002,106941080.00265878
1003,111243287.0
1004,11509000000.0
1005,204196801.0
1006,9868800.0
1007,60000.0
1008,1069050098.0191394
1009,16500099.968905723
1010,100004.00059688708
1011,1122478515.0
1012,113797415.01923765
1013,2000001.1952105253
1014,440000000.0
1015,1563031.0
1016,5500000.0
1017,120000000.0
1018,43000000.0
1019,1493000000.0
1020,100300000.0
1021,300000000.0000798
1022,1762047457.2927327
1023,1040000.0
1024,215001000.0
1025,182000000.0
1026,100004.00059688708
1027,987942719.0515006
1028,99004.00059688708
1029,1032143859.0
1030,11874206.513946746
1031,118104618.0
1032,22100000.0
1033,207467818.8868023
1034,10000.0
1035,5150132.0
1036,2403677.0
1037,717941827.1047851
1038,143112873.0
1039,810150000.0
1040,500000.0
1041,513820805.0
1042,1135501.0
1043,72529087.0
1044,100004.00059688708
1045,101009302.81946686
1046,177500000.0
1047,8477262.861376058
1048,1357041596.0
1049,167971949.0
1050,256175963.00028905
1051,33526039.45336645
1052,1.7469457122598255
1053,3606417823.0
1054,1148521254.0
1055,1180000.0
1056,351165584.0
1057,212428171.0
1058,1500000.0
1059,100000000.0
1060,6834585605.0
1061,1520152.0149829332
1062,107900000.0
1063,41848563.0
1064,47464623.0
1065,118365446.0
1066,10000000.0
1067,235300000.0
1068,1144094.0
1069,514161307.0
1070,1040000.0
1071,1020000.0
1072,100004.00059688708
1073,130000000.0
1074,289916100.0
1075,2148700000.0
1076,773723525.396676
1077,4785047.0
1078,78612532.0
1079,128634034.78697388
1080,83000000.0
1081,10060000.0
1082,1040000.0
1083,4200000.0
1084,0.004258981378896616
1085,265372007.82774955
1086,300000000.0
1087,15282483.0
1088,10150498.96743793
1089,403352428.0
1090,1040000.0
1091,1020000.0
1092,268702545.0
1093,329000000.0
1094,250000000.0
1095,380418434.326879
1096,1040000.0
1097,6250000.0
1098,660513086.003891
1099,1000560000.0
1100,346545959.0
1101,22162925.0
1102,6000100.0098243775
1103,441340064.0000955
1104,1040000.0
1105,55505550.54455877
1106,9000299.039575227
1107,306307968.08450216
1108,998220117.0
1109,540375.0
1110,162000000.0
1111,162195659.0
1112,24002400.239508584
1113,200510814.0
1114,1140439.0
1115,1040000.0
1116,110252527.00150555
1117,500000000.0
1118,276518226.0
1119,0.00032367668463866
1120,100004.00059688708
1121,100020465.0
1122,108000000.0
1123,1693017.0
1124,50201900.186226085
1125,46779446.0
1126,131275506.0
1127,39001800.269827515
1128,1040000.0
1129,100004.00059688708
1130,37003700.358316794
1131,100004.00059688708
1132,11000000.0
1133,941174181.1946552
1134,50486250.0
1135,1010021695.0
1136,118393418.0
1137,192991545.0
1138,135730635.0
1139,71304200.0
1140,38000000.0
1141,2314217.1359928683
1142,2000000.0
1143,243986899.0
1144,3492039944.097724
1145,100006.00079588818
1146,7051017857.0
1147,302000224.7997095
1148,53500000.0
1149,5153770.0
1150,2131553021.0
1151,48649359.0
1152,104000000.0
1153,130200000.0
1154,64000000.0
1155,450000.0
1156,1141143.0
1157,20002288.228108738
1158,10000000.0
1159,106235687.5677848
1160,473183062.0
1161,1138181.0
1162,23138277.0
1163,10050000.0
1164,9751615.0
1165,1140440.0
1166,105070749.0
1167,130000.0
1168,1020000.0
1169,94584760.0
1170,82867.0
1171,77302420.23403217
1172,0.00044532612079831
1173,217996416.63341588
1174,1135501.0
1175,1500000.0
1176,10000000.0
1177,1000000.0
1178,246190682.00386482
1179,211805504.0057413
1180,12001120.0
1181,124598579.85035749
1182,150486250.0
1183,1020000.0
1184,1020000.0
1185,134181511.0
1186,120301690.0848734
1187,2153355949.0
1188,7500000.0
1189,341918243.0
1190,1283451529.6532056
1191,5497140.0
1192,2659372861.0124784
1193,1137792.0
1194,20030534.0
1195,10000.0
1196,70575330.0
1197,166920975.0
1198,50486250.0
1199,11434153.0
1200,1138181.0
1201,1000.0
1202,12083621.297524266
1203,1075191933.0
1204,919081000.0
1205,457316716.0
1206,3968727456.526806
1207,14744100.0
1208,325955230.5117584
1209,54000000.0
1210,125704226.0
1211,1832588315.651373
1212,10700000.0
1213,100000.0
1214,692000000.0
1215,60255929.93501151
1216,2544511.0
1217,60808687.0
1218,10429170.0
1219,6386569750.0
1220,150485000.0
1221,1140093.0
1222,11362076.0
1223,1040000.0
1224,235900000.0
1225,87000500.04833443
1226,29772229.0
1227,51906182.0
1228,15000000.0
1229,97095314.0
1230,2225573631.0
1231,10018530.0
1232,211737932.0
1233,457841480.2333439
1234,25002500.244566754
1235,140000.0
1236,1138183.0
1237,2120000000.0
1238,3461366329.0
1239,1440000.0
1240,96282914.0
1241,780959786.8763592
1242,23219301.0
1243,1219954138.0
1244,2950010.000990183
1245,340000.0
1246,1050105.0103225545
1247,11588081.0
1248,57210130.23072052
1249,24204963.0
1250,116016298.0
1251,20468032.0
1252,75000000.0
1253,205000000.0
1254,201300000.0
1255,10000000.0
1256,639180925.1935624
1257,147967524.05720693
1258,1137787.0
1259,1013000000.0
1260,1000000.0
1261,45986639.0
1262,3200000.0
1263,1010000.000190425
1264,448000000.0
1265,435778491.5005312
1266,16000000.0
1267,480000000.0
1268,102400000.0
1269,100004.00059688708
1270,56700000.0
1271,7026979.0
1272,189994830.2852521
1273,167000000.0
1274,100000000.0
1275,100004.00059688708
1276,193873342.0
1277,100743301.0
1278,1117128998.0439892
1279,139909733.0
1280,1020000.0
1281,60150000.0
1282,135228638.0
1283,113707143.01238911
1284,100004.00059688708
1285,880010000.971849
1286,1010000.0
1287,5180000000.014534
1288,680509181.7571912
1289,1142493.0
1290,14564698.277262313
1291,6867669.0
1292,21000000.0
1293,104530298.27260795
1294,0.003141529675574277
1295,147730718.0
1296,1037784265.684715
1297,6000000.0
1298,1137403.0
1299,2230550004.981803
1300,1020408.1018196548
1301,339978962.0
1302,123893385.0
1303,1483719.0
1304,412256732.0
1305,61644222.0
1306,10000100.0
1307,5000000.0
1308,128010054.0
1309,53005300.518793054
1310,110000000.0
1311,50015001.48948835
1312,90500000.0
1313,207123350.3257326
1314,20000000.0
1315,1345979332.0
1316,1138181.0
1317,2000.0
1318,125221075.0
1319,40000000.0
1320,120050099.0
1321,1144093.0
1322,1000000.0
1323,1201653.0
1324,300822918.0
1325,15000000.0
1326,1135500.0
1327,79001200.11787024
1328,1020408.1018196548
1329,135000000.0
1330,97029403.0
1331,1110222.03322177
1332,100004.00059688708
1333,350000.0
1334,1061635.1632582764
1335,1041300908.0
1336,164281162.15337163
1337,400000.0
1338,100006.00079588818
1339,200000000.0
1340,183992500.0
1341,10006795.0
1342,120561213.19433168
1343,27702770.26845266
1344,659599999.0982786
1345,276828175.0
1346,33489765.0
1347,416995623.0
1348,336370806.0
1349,1137791.0
1350,187713041.0052012
1351,100004.00059688708
1352,1040000.0
1353,30848050.0
1354,111066136.68929002
1355,1176746677.0
1356,10050000.0
1357,53930000.0
1358,829413080.0
1359,7860184248.0
1360,100100000.0
1361,780387.0
1362,4905290.528331528
1363,382352877.0684265
1364,1135140.0
1365,100100000.0
1366,24858029.0
1367,600000.0
1368,863610411.0
1369,1137403.0
1370,1000.0
1371,1040000.0
1372,104000000.0
1373,451984970.4150449
1374,0.00847594950743331
1375,530366555.0
1376,47969223.0
1377,22732365.0
1378,2068790.0
1379,200402200.21498805
1380,200366692.0
1381,65240018.03464928
1382,11093317.659631554
1383,6118007.001296937
1384,4151044811.0
1385,281579216.0
1386,138404000.39592397
1387,7400000000.0
1388,1620091409.019448
1389,202704953.78015572
1390,1141141.0
1391,79007900.77723835
1392,20000000.0
1393,300004200.4242252
1394,1605950910.0
1395,33686067.6041116
1396,275282502.0
1397,5900000.0
1398,157235245.0
1399,27342712.0
1400,1140092.0
1401,400000.0
1402,6841539075.0
1403,20000.0
1404,568594.0
1405,103989599.04667377
1406,0.005565171495089362
1407,156029999.00025332
1408,26737061.0
1409,22000000.0
1410,74100000.0
1411,52500000.0
1412,250000000.0
1413,3000300.0294709452
1414,1137418.0
1415,10000000.0
1416,13266637706.0
1417,10000000.0
1418,182973856.41041413
1419,1140088.0
1420,294295571.0
1421,1050105.010255542
1422,1030000.0
1423,138792058.17297685
1424,1144092.0
1425,6000000.0
1426,512396822.9154019
1427,513825539.0
1428,0.028232181644136697
1429,3302829075.04709
1430,130000.0
1431,1142810.0
1432,28019700.00022493
1433,22848848.0
1434,1140092.0
1435,1630020001.9755619
1436,31546059.32381082
1437,6000000.0
1438,100004.00059688708
1439,164219203.0
1440,58002600.25338071
1441,93101428.14213026
1442,102000000.0
1443,340000.0
1444,438672500.0
1445,118765355.30379756
1446,10088230.0
1447,328005301.53535974
1448,69346065.00479573
1449,256513302.0
1450,400000.0
1451,3732484329.2307234
1452,70677123.0
1453,300110000.0
1454,99804.00059688708
1455,10135483.0
1456,1440000000.0
1457,117381608.00022449
1458,0.000300337503991967
1459,165886578.2039576
1460,21386435.0
1461,0.001607561752372151
1462,61506150.6026357
1463,1500150014.836189
1464,79737799.0
1465,101700000.0
1466,1138184.0
1467,232950474.48544842
1468,1020000.0
1469,639324405.8965436
1470,505321170.0
1471,31280000.0
1472,925500481.0
1473,1861690000.0
1474,130000.0
1475,320000000.0
1476,11079620.777109446
1477,1000100.0097578836
1478,100004.00059688708
1479,1040000.0
1480,2200000000.0
1481,14999971.0
1482,123518983.0
1483,51000000.0
1484,1030103.0101259343
1485,1170542.0001444512
1486,68200000.0
1487,364440969.0
1488,70000000.0
1489,400000.0
1490,370594333.0
1491,125525010.0
1492,1206709940.0103838
1493,1020000.0
1494,712600000.0
1495,1020000.0
1496,100000000.0
1497,19242820.0
1498,161791608.0
1499,1137788.0
1500,19662706.0
1501,45000000.0
1502,6514296044.372648
1503,61500000.0
1504,10000000.0
1505,0.000494393505385904
1506,1800000.0
1507,317749675.92161036
1508,21141483.0
1509,372015001.9812865
1510,100200000.0
1511,2230763071.0
1512,112103305.0
1513,10182036.303815527
1514,456621905.0
1515,1140439.0
1516,1137788.0
1517,1144094.0
1518,50360775.0
1519,78032719.47622345
1520,42538024.0
1521,500000000.0
1522,10650000.0
1523,83048649.0
1524,451685528.2499483
1525,1244000.0
1526,1030103.0101735732
1527,3040000000.0
1528,64313608.0
1529,652504210.0
1530,54048542.46512191
1531,1142492.0
1532,11620111.01084382
1533,60382262.21345996
1534,100102510.24459831
1535,1079560292.1937773
1536,241253384.0
1537,45712001.0
1538,120590000.0
1539,1040000.0
1540,50142618.0
1541,176000000.0
1542,208302643.0
1543,640000000.0172236
1544,20200000.0
1545,246200000.0
1546,20000.0
1547,938817568.0040133
1548,649787721.0
1549,1020000.0
1550,123052297.19874027
1551,1012000.0
1552,68722451.0
1553,35000000.0
1554,105858831.0
1555,1020102.0100276243
1556,267922725.0
1557,80844516.0
1558,525052505.1426754
1559,6763498.0
1560,114000000.0
1561,202000000.0
1562,100004.00059688708
1563,152156068.0
1564,267600000.0
1565,55807864.0
1566,500000.0
1567,1030000.0
1568,49977750.0
1569,22165714.0
1570,900000.0
1571,344487720.76121813
1572,107000000.0
1573,208005399.63162136
1574,47567003.0024337
1575,552861.0
1576,10001168.0
1577,17123336.0
1578,330624899.8425491
1579,15800000.0
1580,1020000.0
1581,58146656.006541975
1582,1137786.0
1583,100010.00098243773
1584,100000000.0
1585,2370292.0
1586,2271238.0
1587,15250000.0
1588,53010066.0
1589,1020102.0100748006
1590,8978136.018101534
1591,400000.0
1592,109864928.46713565
1593,1020000.0
1594,1020102.0100276243
1595,170559385.0
1596,100004.00059688708
1597,868829241.5842098
1598,1020000.0
1599,0.008040941066284921
1600,150682198.0
1601,53441960.0
1602,20000000.0
1603,1140088.0
1604,50000000.0
1605,100004.00059688708
1606,128902179.0
1607,1000000.0
1608,53490000.0
1609,17000000.0
1610,1112793998.0
1611,0.000689799674138611
1612,57000000.0
1613,1040000.0
1614,3160543488.0
1615,412828550.0
1616,880000.0
1617,232420458.0
1618,102700653.40997164
1619,114729587.0
1620,1151090.0
1621,1040000.0
1622,10013180.0
1623,2362337432.626903
1624,143203611.0
1625,468182835.0
